,genres,X_lem
8984,"['Classics', 'Drama', 'Mystery & Suspense']",[]
8985,"['Drama', 'Mystery & Suspense']","['expertly', 'crafted', 'noir', 'mind', 'stylishly', 'staged', 'violence', 'killing', 'establishes', 'stanley', 'kubrick', 'filmmaker', 'uncommon', 'vision', 'control']"
8986,"['Art House & International', 'Comedy']",[]
8987,"['Art House & International', 'Drama']","['artfully', 'composed', 'powerfully', 'acted', 'fueled', 'powerful', 'blend', 'anger', 'empathy', 'killing', 'field', 'career-defining', 'triumph', 'director', 'roland', 'joffé', 'masterpiece', 'american', 'cinema']"
8988,"['Art House & International', 'Documentary']",[]
8989,"['Art House & International', 'Drama', 'Mystery & Suspense']","['killing', 'ground', 'unnerves', 'compels', 'equal', 'measure', 'grimly', 'intense', 'story', 'may', 'disturbing', 'delivers', 'white-knuckle', 'experience', 'fan', 'brutally', 'realistic', 'thriller']"
8990,"['Action & Adventure', 'Comedy']","['despite', 'game', 'cast', 'led', 'enjoyably', 'top', 'arnold', 'schwarzenegger', 'killing', 'gunther', 'feel', 'like', 'sketch', 'overstretched', 'feature', 'length']"
8991,['Documentary'],[]
8992,['Drama'],[]
8993,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Romance']","['respected', 'director', 'chen', 'kaige', 'first', 'english-language', 'film', 'spectacularly', 'misguided', 'erotic', 'thriller', 'ludicrous', 'plot', 'twist', 'cringe-worthy', 'dialogue']"
8994,['Drama'],"['ben', 'gazzarra', 'give', 'grand', 'performance', 'hard-pressed', 'debtor', 'delusion', 'grandeur', 'naturalistic', 'tense', 'thriller']"
8995,['Mystery & Suspense'],[]
8996,['Documentary'],[]
8997,"['Comedy', 'Drama', 'Mystery & Suspense']","['killing', 'softly', 'darkly', 'comic', 'visceral', 'thriller', 'double', 'cautionary', 'tale', 'capitalism', 'whose', 'message', 'delivered', 'sledgehammer', 'force']"
8998,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['senselessly', 'violent', 'mean-spirited', 'killing', 'zoe', 'fails', 'deliver', 'much', 'needed', 'cleverness', 'back', 'hyper-stylized', 'flourish']"
8999,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
9000,"['Action & Adventure', 'Classics', 'Drama', 'Kids & Family']",[]
9001,"['Action & Adventure', 'Science Fiction & Fantasy']","['part', 'family', 'drama', 'part', 'sci-fi', 'adventure', 'kin', 'struggle', 'balance', 'narrative', 'late', 'twist', 'suggests', 'might', 'worked', 'better', 'first', 'episode', 'tv', 'series']"
9002,"['Classics', 'Comedy', 'Drama']","['performed', 'chameleonic', 'brio', 'alec', 'guinness', 'kind', 'heart', 'coronet', 'triumphant', 'farce']"
9003,"['Action & Adventure', 'Comedy', 'Cult Movies', 'Mystery & Suspense']","['arnold', 'schwarzenegger', 'substitute', 'action', 'brio', 'refreshingly', 'adept', 'comedic', 'timing', 'kindergarten', 'cop', 'grim', 'child', 'cloying', 'adult']"
9004,['Comedy'],[]
9005,['Drama'],[]
9006,"['Action & Adventure', 'Drama']","['king', 'arthur', ':', 'legend', 'sword', 'pile', 'mound', 'modern', 'action', 'flash', 'age-old', 'tale', 'wipe', 'much', 'made', 'classic', 'story', 'first', 'place']"
9007,['Drama'],[]
9008,['Drama'],[]
9009,"['Classics', 'Drama', 'Musical & Performing Arts']",[]
9010,"['Art House & International', 'Classics', 'Drama']",[]
9011,['Documentary'],[]
9012,['Documentary'],"['refreshingly', 'frank', 'soberingly', 'insightful', 'king', 'wild', 'go', 'beyond', 'myth', 'find', 'human', 'inspired', 'world']"
9013,"['Action & Adventure', 'Drama']","['hard-hitting', 'honest', 'yet', 'sensitive', 'king', 'jack', 'uncommonly', 'affecting', 'coming-of-age', 'drama', 'powerful', 'calling', 'card', 'debuting', 'writer-director', 'felix', 'thompson']"
9014,['Action & Adventure'],"['featuring', 'state-of-the-art', 'special', 'effect', 'terrific', 'performance', 'majestic', 'sense', 'spectacle', 'peter', 'jackson', 'remake', 'king', 'kong', 'potent', 'epic', 'faithful', 'spirit', '1933', 'original']"
9015,"['Art House & International', 'Comedy', 'Drama']","['quirky', 'often', 'touching', 'comedy', 'mature', 'teenager', 'manic', 'depressive', 'father', 'king', 'california', 'charming', 'tale', 'familial', 'relation', 'treasure', 'hunting']"
9016,"['Action & Adventure', 'Art House & International', 'Drama']","['scandinavian', 'bleakly', 'satisfying', 'way', 'king', 'devil', 'island', 'satisfies', 'richly', 'layered', 'narrative', 'typically', 'strong', 'performance', 'stellan', 'skarsgard']"
9017,"['Classics', 'Comedy']",[]
9018,"['Documentary', 'Special Interest', 'Sports & Fitness']","['king', 'kong', 'funny', 'compelling', 'poignant', 'insight', 'human', 'behavior', 'director', 'seth', 'gordon', 'present', 'dueling', 'king', 'kong', 'player', 'obsessive', 'complexity', 'perfectly', 'al', 'dente', 'observation']"
9019,"['Classics', 'Drama', 'Mystery & Suspense']",[]
9020,"['Action & Adventure', 'Drama']","['king', 'new', 'york', 'cover', 'familiar', 'narrative', 'ground', 'impressive', 'style', 'leaf', 'plenty', 'room', 'talented', 'cast', 'deliver', 'gripping', 'performance']"
9021,"['Action & Adventure', 'Drama', 'Romance']",[]
9022,['Drama'],[]
9023,['Drama'],"['king', 'thief', 'unites', 'incredible', 'cast', 'heist', 'movie', 'brimming', 'potential', 'sadly', 'evaporates', 'long', 'end', 'credit', 'started', 'roll']"
9024,['Comedy'],[]
9025,"['Comedy', 'Drama']","['moment', 'kingdom', 'come', 'marred', 'script', 'low', 'laugh', 'uneven', 'tone']"
9026,"['Action & Adventure', 'Classics', 'Drama']","['although', 'objective', 'handsomely', 'presented', 'take', 'crusade', 'kingdom', 'heaven', 'lack', 'depth']"
9027,['Documentary'],[]
9028,"['Drama', 'Mystery & Suspense']","['king', 'good', 'intention', 'talented', 'cast', 'basis', 'incredible', 'fact-based', 'story', ';', 'unfortunately', ""n't"", 'amount', 'much', 'missed', 'opportunity']"
9029,"['Documentary', 'Special Interest']",[]
9030,['Drama'],[]
9031,['Comedy'],"['filled', 'crass', 'dialogue', 'unlikable', 'character', 'overdone', 'slapstick', 'gag', 'king', 'ransom', 'utterly', 'inept', 'would-be', 'comedy']"
9032,"['Classics', 'Drama', 'Mystery & Suspense', 'Romance']",[]
9033,"['Action & Adventure', 'Animation', 'Art House & International', 'Drama']",[]
9034,"['Action & Adventure', 'Comedy']","['kingsman', ':', 'golden', 'circle', 'offer', 'everything', 'made', 'predecessor', 'much', 'fun', 'lack', 'original', 'wild', 'creative', 'spark']"
9035,['Mystery & Suspense'],"['stylish', 'subversive', 'fun', 'kingsman', ':', 'secret', 'service', 'find', 'director', 'matthew', 'vaughn', 'sending', 'spy', 'genre', 'gleeful', 'abandon']"
9036,"['Documentary', 'Special Interest']",[]
9037,"['Comedy', 'Drama']","['kinky', 'boot', 'relies', 'heavily', 'full', 'monty', 'formula', 'britcoms', 'playing', 'safe', 'desperate', 'attempt', 'offend', 'ejiofor', 'performance', 'redeeming', 'virtue']"
9038,['Drama'],"['biopic', 'sex', 'researcher', 'hailed', 'adventurous', 'clever', 'subversive', 'fine', 'performance', 'liam', 'neeson', 'laura', 'linney']"
9039,['Kids & Family'],[]
9040,['Drama'],"['epic', 'length', 'thrilling', 'behold', 'utterly', 'absorbing', 'winter', 'sleep', 'demand', 'reward', 'viewer', 'patient', 'attention']"
9041,"['Classics', 'Comedy', 'Musical & Performing Arts']",[]
9042,"['Comedy', 'Drama']",[]
9043,"['Comedy', 'Drama', 'Romance']","['tongue-in-cheek', 'satire', 'blend', 'well', 'entertaining', 'action', 'spot-on', 'performance', 'dark', 'eclectic', 'neo-noir', 'homage']"
9044,"['Comedy', 'Drama']",[]
9045,"['Classics', 'Comedy', 'Romance']",[]
9046,"['Drama', 'Horror']",[]
9047,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['formulaic', 'actioner', 'sure', 'please', 'action', 'fan', 'looking', 'plot', 'believability', 'character', 'development', 'difficulty', 'finding']"
9048,"['Art House & International', 'Drama']","['kiss', 'spider', 'woman', 'weave', 'alluring', 'exploration', 'sexual', 'societal', 'norm', 'elevated', 'strong', 'work', 'william', 'hurt', 'raul', 'julia']"
9049,"['Classics', 'Drama', 'Horror']",[]
9050,"['Comedy', 'Romance', 'Gay & Lesbian']",[]
9051,"['Drama', 'Mystery & Suspense']","['detective', 'alex', 'cross', 'make', 'inauspicious', 'cinematic', 'debut', 'kiss', 'girl', 'clunky', 'thriller', 'offer', 'surprise']"
9052,"['Documentary', 'Special Interest']",[]
9053,['Comedy'],[]
9054,"['Comedy', 'Romance']","['trite', 'refreshing', 'comical', 'spin', 'nature', 'love']"
9055,"['Comedy', 'Drama', 'Kids & Family']","['refreshingly', 'sweet', 'sincere', 'kit', 'doll-and-book-inspired', 'do-good', 'mystery', 'may', 'geared', 'towards', 'tween', 'girl', 'please', 'audience', 'age']"
9056,['Comedy'],[]
9057,"['Art House & International', 'Comedy', 'Drama']","['turn', 'touching', 'funny', 'norwegian', 'import', 'offer', 'quietly', 'absorbing', 'commentary', 'modern', 'life', 'friendship']"
9058,['Action & Adventure'],[]
9059,['Drama'],"['despite', 'fine', 'performance', 'kite', 'runner', 'shy', 'rendering', 'magic', 'novel', 'big', 'screen']"
9060,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Romance']","['thoroughly', 'overwrought', 'true', 'bollywood', 'fashion', 'kite', 'deeply', 'flawed', 'effervescently', 'charming', 'resist']"
9061,"['Classics', 'Drama', 'Romance']",[]
9062,"['Classics', 'Drama', 'Mystery & Suspense']",[]
9063,"['Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['beautiful', 'hand-drawn', 'animation', 'humorous', 'heartwarming', 'narrative', 'make', 'klaus', 'instant', 'candidate', 'holiday', 'classic', 'status']"
9064,"['Documentary', 'Sports & Fitness']",[]
9065,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",[]
9066,['Comedy'],"['klown', 'go', 'far', 'many', 'viewer', 'anyone', 'fondness', 'seriously', 'dark', 'aggressive', 'overall', 'inappropriate', 'humor', 'may', 'find', 'impossible', 'resist']"
9067,"['Art House & International', 'Comedy', 'Drama']",[]
9068,"['Classics', 'Drama', 'Mystery & Suspense', 'Romance']","['donald', 'sutherland', 'coolly', 'commanding', 'jane', 'fonda', 'force', 'nature', 'klute', 'cuttingly', 'intelligent', 'thriller', 'generates', 'agonizing', 'tension', 'star', 'repartee']"
9069,"['Art House & International', 'Drama']",[]
9070,"['Comedy', 'Drama']",[]
9071,"['Action & Adventure', 'Comedy']","['pure', 'formula', 'thanks', 'breezy', 'pace', 'pair', 'charming', 'performance', 'tom', 'cruise', 'cameron', 'diaz', 'knight', 'day', 'offer', 'agreeably', 'middle-of-the-road', 'summer', 'action']"
9072,"['Drama', 'Romance']","['knight', 'cup', 'find', 'terrence', 'malick', 'delving', 'deeper', 'painterly', 'visual', 'milieu', 'explored', 'recent', 'effort', 'even', 'hardcore', 'fan', 'may', 'struggle', 'diminishing', 'narrative', 'return']"
9073,"['Action & Adventure', 'Drama']",[]
9074,"['Action & Adventure', 'Comedy', 'Horror', 'Science Fiction & Fantasy']",[]
9075,"['Action & Adventure', 'Classics', 'Drama']",[]
9076,"['Action & Adventure', 'Drama', 'Romance']","['get', 'past', 'anachronism', 'knight', 'tale', 'becomes', 'predictable', 'spirited', 'rocky', 'horseback']"
9077,['Drama'],"['knife', 'skin', 'daunting', 'ambition', 'occasionally', 'elude', 'grasp', 'remains', 'powerfully', 'written', 'uniquely', 'timely', 'coming-of-age', 'thriller']"
9078,"['Drama', 'Mystery & Suspense']","['knife', 'sharpens', 'old', 'murder-mystery', 'trope', 'keenly', 'assembled', 'suspense', 'outing', 'make', 'brilliant', 'use', 'writer-director', 'rian', 'johnson', 'stellar', 'ensemble']"
9079,['Documentary'],"['galvanizing', 'glimpse', 'behind', 'scene', 'pivotal', 'election', 'knock', 'house', 'prove', 'engrossing', 'viewer', 'political', 'persuasion']"
9080,"['Drama', 'Horror', 'Mystery & Suspense']","['knock', 'knock', 'brings', 'lot', 'talent', 'bear', 'satirical', 'approach', 'torture', 'horror', 'effectively', 'enough', 'overcome', 'repetitive', 'story', 'misguidedly', 'campy', 'tone']"
9081,"['Action & Adventure', 'Art House & International']","['muddled', 'plot', ';', 'stiff', 'acting']"
9082,"['Action & Adventure', 'Comedy', 'Drama']","['well-acted', 'derivative']"
9083,"['Comedy', 'Romance']","['knocked', 'hilarious', 'poignant', 'refreshing', 'look', 'rigor', 'courtship', 'child-rearing', 'sometimes', 'raunchy', 'yet', 'savvy', 'script', 'ably', 'acted', 'directed']"
9084,"['Drama', 'Musical & Performing Arts']",[]
9085,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['knowing', 'interesting', 'idea', 'couple', 'good', 'scene', 'weighted', 'absurd', 'plot', 'over-seriousness']"
9086,"['Art House & International', 'Documentary', 'Drama']","['gritty', 'documentary', 'capture', 'brutality', 'banality', 'bare-knuckle', 'fight', 'among', 'irish', 'traveller']"
9087,"['Documentary', 'Sports & Fitness']",[]
9088,"['Comedy', 'Drama']",[]
9089,"['Classics', 'Drama']",[]
9090,"['Documentary', 'Special Interest']",[]
9091,['Drama'],"['kodachrome', 'gain', 'richer', 'hue', 'due', 'ed', 'harris', 'colorful', 'performance', 'enough', 'enliven', 'solid', 'predictable', 'father-son', 'road', 'trip', 'drama']"
9092,"['Art House & International', 'Drama', 'Science Fiction & Fantasy']",[]
9093,['Horror'],[]
9094,"['Art House & International', 'Comedy', 'Drama']",[]
9095,['Drama'],"['well-crafted', 'retelling', 'epic', 'true', 'story', 'kon', 'tiki', 'throwback', 'old-school', 'adventure', 'filmmaking', 'exciting', 'entertaining', 'spite', 'by-the-book', 'plotting']"
9096,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['offering', 'exhilarating', 'eye', 'candy', 'solid', 'acting', 'fast-paced', 'story', 'kong', ':', 'skull', 'island', 'earns', 'spot', 'movie', 'monster', 'mythos', 'without', 'ever', 'matching', 'classic', 'original']"
9097,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']","['kontroll', 'smart', 'thriller', 'dark', 'gritty', 'funny']"
9098,"['Documentary', 'Special Interest']","['korengal', 'find', 'documentarian', 'sebastian', 'junger', 'taking', 'another', 'clear-eyed', 'poignantly', 'thought-provoking', 'look', 'human', 'cost', 'modern', 'warfare']"
9099,"['Art House & International', 'Drama']",[]
9100,"['Documentary', 'Special Interest']","['koyaanisqatsi', 'combine', 'striking', 'visuals', 'brilliant', 'score', 'produce', 'viewing', 'experience', 'manages', 'formally', 'daring', 'well', 'purely', 'entertaining']"
9101,"['Comedy', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['seen', 'one', 'flew', 'cuckoo', 'nest', 'starman', 'k-pax', 'may', 'hold', 'anything', 'new', 'movie', 'work', 'best', 'showcase', 'kevin', 'spacey', 'jeff', 'bridge']"
9102,['Drama'],"['divorce', 'subject', ""n't"", 'shocking', 'film', 'still', 'thoughtful', 'well-acted', 'drama', 'resists', 'urge', 'take', 'side', 'give', 'easy', 'answer']"
9103,['Horror'],"['krampus', 'gory', 'good', 'fun', 'fan', 'non-traditional', 'holiday', 'horror', 'fondness', 'joe', 'dante', 'b-', 'movie', 'classic', 'even', ""n't"", 'quite', 'savage', 'bite', 'concept', 'call']"
9104,"['Action & Adventure', 'Drama']",[]
9105,"['Drama', 'Mystery & Suspense']",[]
9106,"['Drama', 'Science Fiction & Fantasy']",[]
9107,"['Comedy', 'Kids & Family']",[]
9108,"['Art House & International', 'Drama']",[]
9109,"['Animation', 'Kids & Family']",[]
9110,"['Action & Adventure', 'Art House & International', 'Drama']",[]
9111,"['Action & Adventure', 'Art House & International', 'Science Fiction & Fantasy', 'Romance']",[]
9112,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
9113,"['Drama', 'Musical & Performing Arts']",[]
9114,"['Comedy', 'Drama']","['krystal', 'hinge', 'ultimately', 'stumble', 'character', 'behavior', 'beggar', 'belief', 'defies', 'logic', 'finally', 'run', 'well', 'beyond', 'average', 'viewer', 'ability', 'care']"
9115,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","['kubo', 'two', 'string', 'match', 'incredible', 'animation', 'absorbing', 'bravely', 'melancholy', 'story', 'something', 'offer', 'audience', 'age']"
9116,"['Action & Adventure', 'Comedy']",[]
9117,"['Action & Adventure', 'Science Fiction & Fantasy']",[]
9118,"['Documentary', 'Drama', 'Special Interest']",[]
9119,['Drama'],"['powerfully', 'acted', 'lovely', 'look', 'kumiko', 'treasure', 'hunter', 'offer', 'treat', 'cinephiles', 'taste', 'pleasantly', 'peculiar']"
9120,['Action & Adventure'],[]
9121,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Romance']","['kung', 'fu', 'hustle', 'blend', 'special', 'effect', 'martial', 'art', 'looney', 'toon', 'hilarious', 'effect']"
9122,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense']",[]
9123,"['Action & Adventure', 'Animation', 'Kids & Family']","['kung', 'fu', 'panda', 'familiar', 'message', 'pleasing', 'mix', 'humor', 'swift', 'martial', 'art', 'action', 'colorful', 'animation', 'make', 'winning', 'summer', 'entertainment']"
9124,['Animation'],"['kung', 'fu', 'panda', '3', 'boast', 'requisite', 'visual', 'splendor', 'like', 'rotund', 'protagonist', 'sequel', 'narrative', 'also', 'surprisingly', 'nimble', 'adding', 'animated', 'fun', 'whole', 'family']"
9125,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']","['storyline', 'arc', 'may', 'seem', 'tad', 'familiar', 'fan', 'original', 'kung', 'fu', 'panda', '2', 'offer', 'enough', 'action', 'comedy', 'visual', 'sparkle', 'compensate']"
9126,"['Action & Adventure', 'Comedy']",[]
9127,"['Action & Adventure', 'Comedy']","['short', 'sketch', 'worth', 'joke', 'stretched', 'full-length', 'feature']"
9128,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",[]
9129,"['Documentary', 'Musical & Performing Arts']","['constant', 'voiceover', 'word', 'son', 'deeply', 'personal', 'look', 'cobain', 'life', 'sure', 'please', 'many', 'fan']"
9130,['Documentary'],"['kurt', 'cobain', ':', 'montage', 'heck', 'make', 'persuasive', 'case', 'subject', 'without', 'resorting', 'hagiography', 'includes', 'plenty', 'rare', 'unreleased', 'footage', 'fan']"
